SKU,Channel,Date,Sales
798304282092,Amazon,5/1/2024,399
798304282092,Amazon,6/1/2024,340
798304282092,Amazon,7/1/2024,383
798304282092,Amazon,8/1/2024,418
798304282092,Amazon,9/1/2024,455
798304282092,Amazon,10/1/2024,489
798304282092,Amazon,11/1/2024,394
798304282092,Amazon,12/1/2024,410
850035852279,Amazon,1/1/2024,5
850035852279,Amazon,2/1/2024,0
850035852279,Amazon,3/1/2024,0
850035852279,Amazon,4/1/2024,0
850035852279,Amazon,5/1/2024,0
850035852279,Amazon,6/1/2024,4
850035852279,Amazon,7/1/2024,19
850035852279,Amazon,8/1/2024,197
850035852279,Amazon,9/1/2024,133
850035852279,Amazon,10/1/2024,44
850035852279,Amazon,11/1/2024,185
850035852279,Amazon,12/1/2024,224
798304169089,Amazon,1/1/2024,470
798304169089,Amazon,2/1/2024,559
798304169089,Amazon,3/1/2024,550
798304169089,Amazon,4/1/2024,465
798304169089,Amazon,5/1/2024,504
798304169089,Amazon,6/1/2024,434
798304169089,Amazon,7/1/2024,471
798304169089,Amazon,8/1/2024,454
798304169089,Amazon,9/1/2024,508
798304169089,Amazon,10/1/2024,509
798304169089,Amazon,11/1/2024,443
798304169089,Amazon,12/1/2024,461
850035852385,Amazon,1/1/2024,56
850035852385,Amazon,2/1/2024,106
850035852385,Amazon,3/1/2024,103
850035852385,Amazon,4/1/2024,109
850035852385,Amazon,5/1/2024,125
850035852385,Amazon,6/1/2024,124
850035852385,Amazon,7/1/2024,92
850035852385,Amazon,8/1/2024,94
850035852385,Amazon,9/1/2024,92
850035852385,Amazon,10/1/2024,112
850035852385,Amazon,11/1/2024,153
850035852385,Amazon,12/1/2024,181
798304451962,Amazon,1/1/2024,131
798304451962,Amazon,2/1/2024,71
798304451962,Amazon,3/1/2024,128
798304451962,Amazon,4/1/2024,68
798304451962,Amazon,5/1/2024,48
798304451962,Amazon,6/1/2024,47
798304451962,Amazon,7/1/2024,48
798304451962,Amazon,8/1/2024,47
798304451962,Amazon,9/1/2024,56
798304451962,Amazon,10/1/2024,101
798304451962,Amazon,11/1/2024,200
798304451962,Amazon,12/1/2024,122
798304352252,Amazon,1/1/2024,173
798304352252,Amazon,2/1/2024,175
798304352252,Amazon,3/1/2024,204
798304352252,Amazon,4/1/2024,175
798304352252,Amazon,5/1/2024,237
798304352252,Amazon,6/1/2024,169
798304352252,Amazon,7/1/2024,205
798304352252,Amazon,8/1/2024,275
798304352252,Amazon,9/1/2024,178
798304352252,Amazon,10/1/2024,128
798304352252,Amazon,11/1/2024,134
798304352252,Amazon,12/1/2024,141
798304495423,Amazon,1/1/2024,131
798304495423,Amazon,2/1/2024,164
798304495423,Amazon,3/1/2024,185
798304495423,Amazon,4/1/2024,216
798304495423,Amazon,5/1/2024,300
798304495423,Amazon,6/1/2024,290
798304495423,Amazon,7/1/2024,336
798304495423,Amazon,8/1/2024,390
798304495423,Amazon,9/1/2024,180
798304495423,Amazon,10/1/2024,301
798304495423,Amazon,11/1/2024,217
798304495423,Amazon,12/1/2024,237
798304493375,Amazon,1/1/2024,39
798304493375,Amazon,2/1/2024,81
798304493375,Amazon,3/1/2024,64
798304493375,Amazon,4/1/2024,3
798304493375,Amazon,5/1/2024,3
798304493375,Amazon,6/1/2024,50
798304493375,Amazon,7/1/2024,64
798304493375,Amazon,8/1/2024,89
798304493375,Amazon,9/1/2024,64
798304493375,Amazon,10/1/2024,95
798304493375,Amazon,11/1/2024,98
798304493375,Amazon,12/1/2024,100
798304468748,Amazon,1/1/2024,82
798304468748,Amazon,2/1/2024,94
798304468748,Amazon,3/1/2024,111
798304468748,Amazon,4/1/2024,80
798304468748,Amazon,5/1/2024,67
798304468748,Amazon,6/1/2024,82
798304468748,Amazon,7/1/2024,66
798304468748,Amazon,8/1/2024,75
798304468748,Amazon,9/1/2024,94
798304468748,Amazon,10/1/2024,106
798304468748,Amazon,11/1/2024,78
798304468748,Amazon,12/1/2024,83
798304214161,Amazon,1/1/2024,160
798304214161,Amazon,2/1/2024,13
798304214161,Amazon,3/1/2024,7
798304214161,Amazon,4/1/2024,88
798304214161,Amazon,5/1/2024,109
798304214161,Amazon,6/1/2024,124
798304214161,Amazon,7/1/2024,127
798304214161,Amazon,8/1/2024,118
798304214161,Amazon,9/1/2024,121
798304214161,Amazon,10/1/2024,121
798304214161,Amazon,11/1/2024,140
798304214161,Amazon,12/1/2024,150
810128951951,Amazon,1/1/2024,5
810128951951,Amazon,2/1/2024,0
810128951951,Amazon,3/1/2024,0
810128951951,Amazon,4/1/2024,11
810128951951,Amazon,5/1/2024,67
810128951951,Amazon,6/1/2024,42
810128951951,Amazon,7/1/2024,50
810128951951,Amazon,8/1/2024,49
810128951951,Amazon,9/1/2024,49
810128951951,Amazon,10/1/2024,71
810128951951,Amazon,11/1/2024,64
810128951951,Amazon,12/1/2024,67
798304497274,Amazon,1/1/2024,56
798304497274,Amazon,2/1/2024,53
798304497274,Amazon,3/1/2024,50
798304497274,Amazon,4/1/2024,44
798304497274,Amazon,5/1/2024,64
798304497274,Amazon,6/1/2024,37
798304497274,Amazon,7/1/2024,56
798304497274,Amazon,8/1/2024,48
798304497274,Amazon,9/1/2024,62
798304497274,Amazon,10/1/2024,74
798304497274,Amazon,11/1/2024,60
798304497274,Amazon,12/1/2024,34
798304493337,Amazon,1/1/2024,2
798304493337,Amazon,2/1/2024,11
798304493337,Amazon,3/1/2024,21
798304493337,Amazon,4/1/2024,21
798304493337,Amazon,5/1/2024,13
798304493337,Amazon,6/1/2024,42
798304493337,Amazon,7/1/2024,32
798304493337,Amazon,8/1/2024,30
798304493337,Amazon,9/1/2024,37
798304493337,Amazon,10/1/2024,34
798304493337,Amazon,11/1/2024,34
798304493337,Amazon,12/1/2024,45
798304471458,Amazon,1/1/2024,0
798304471458,Amazon,2/1/2024,1
798304471458,Amazon,3/1/2024,0
798304471458,Amazon,4/1/2024,0
798304471458,Amazon,5/1/2024,0
798304471458,Amazon,6/1/2024,0
798304471458,Amazon,7/1/2024,1
798304471458,Amazon,8/1/2024,0
798304471458,Amazon,9/1/2024,1
798304471458,Amazon,10/1/2024,1
798304471458,Amazon,11/1/2024,2
798304471458,Amazon,12/1/2024,2
798304497281,Amazon,1/1/2024,31
798304497281,Amazon,2/1/2024,51
798304497281,Amazon,3/1/2024,24
798304497281,Amazon,4/1/2024,30
798304497281,Amazon,5/1/2024,21
798304497281,Amazon,6/1/2024,21
798304497281,Amazon,7/1/2024,25
798304497281,Amazon,8/1/2024,27
798304497281,Amazon,9/1/2024,31
798304497281,Amazon,10/1/2024,22
798304497281,Amazon,11/1/2024,53
798304497281,Amazon,12/1/2024,40
798304441499,Amazon,1/1/2024,120
798304441499,Amazon,2/1/2024,54
798304441499,Amazon,3/1/2024,21
798304441499,Amazon,4/1/2024,46
798304441499,Amazon,5/1/2024,55
798304441499,Amazon,6/1/2024,64
798304441499,Amazon,7/1/2024,50
798304441499,Amazon,8/1/2024,47
798304441499,Amazon,9/1/2024,38
798304441499,Amazon,10/1/2024,33
798304441499,Amazon,11/1/2024,30
798304441499,Amazon,12/1/2024,38
798304381849,Amazon,1/1/2024,43
798304381849,Amazon,2/1/2024,55
798304381849,Amazon,3/1/2024,1
798304381849,Amazon,4/1/2024,21
798304381849,Amazon,5/1/2024,49
798304381849,Amazon,6/1/2024,43
798304381849,Amazon,7/1/2024,40
798304381849,Amazon,8/1/2024,33
798304381849,Amazon,9/1/2024,25
798304381849,Amazon,10/1/2024,38
798304381849,Amazon,11/1/2024,22
798304381849,Amazon,12/1/2024,31
798304497250,Amazon,1/1/2024,42
798304497250,Amazon,2/1/2024,33
798304497250,Amazon,3/1/2024,29
798304497250,Amazon,4/1/2024,20
798304497250,Amazon,5/1/2024,31
798304497250,Amazon,6/1/2024,19
798304497250,Amazon,7/1/2024,21
798304497250,Amazon,8/1/2024,32
798304497250,Amazon,9/1/2024,30
798304497250,Amazon,10/1/2024,23
798304497250,Amazon,11/1/2024,28
798304497250,Amazon,12/1/2024,30
810128951142,Amazon,1/1/2024,0
810128951142,Amazon,2/1/2024,1
810128951142,Amazon,3/1/2024,0
810128951142,Amazon,4/1/2024,0
810128951142,Amazon,5/1/2024,0
810128951142,Amazon,6/1/2024,0
810128951142,Amazon,7/1/2024,0
810128951142,Amazon,8/1/2024,0
810128951142,Amazon,9/1/2024,0
810128951142,Amazon,10/1/2024,0
810128951142,Amazon,11/1/2024,0
810128951142,Amazon,12/1/2024,1
798304497267,Amazon,1/1/2024,35
798304497267,Amazon,2/1/2024,50
798304497267,Amazon,3/1/2024,44
798304497267,Amazon,4/1/2024,31
798304497267,Amazon,5/1/2024,49
798304497267,Amazon,6/1/2024,24
798304497267,Amazon,7/1/2024,40
798304497267,Amazon,8/1/2024,51
798304497267,Amazon,9/1/2024,44
798304497267,Amazon,10/1/2024,33
798304497267,Amazon,11/1/2024,25
798304497267,Amazon,12/1/2024,30
810128951210,Amazon,1/1/2024,0
810128951210,Amazon,2/1/2024,0
810128951210,Amazon,3/1/2024,0
810128951210,Amazon,4/1/2024,0
810128951210,Amazon,5/1/2024,29
810128951210,Amazon,6/1/2024,0
810128951210,Amazon,7/1/2024,2
810128951210,Amazon,8/1/2024,0
810128951210,Amazon,9/1/2024,0
810128951210,Amazon,10/1/2024,0
810128951210,Amazon,11/1/2024,0
810128951210,Amazon,12/1/2024,0
798304468762,Amazon,1/1/2024,36
798304468762,Amazon,2/1/2024,93
798304468762,Amazon,3/1/2024,50
798304468762,Amazon,4/1/2024,41
798304468762,Amazon,5/1/2024,37
798304468762,Amazon,6/1/2024,48
798304468762,Amazon,7/1/2024,30
798304468762,Amazon,8/1/2024,61
798304468762,Amazon,9/1/2024,38
798304468762,Amazon,10/1/2024,27
798304468762,Amazon,11/1/2024,27
798304468762,Amazon,12/1/2024,45
810128950244,Amazon,1/1/2024,0
810128950244,Amazon,2/1/2024,2
810128950244,Amazon,3/1/2024,3
810128950244,Amazon,4/1/2024,1
810128950244,Amazon,5/1/2024,1
810128950244,Amazon,6/1/2024,2
810128950244,Amazon,7/1/2024,1
810128950244,Amazon,8/1/2024,1
810128950244,Amazon,9/1/2024,0
810128950244,Amazon,10/1/2024,1
810128950244,Amazon,11/1/2024,0
810128950244,Amazon,12/1/2024,0
798304411805,Amazon,1/1/2024,12
798304411805,Amazon,2/1/2024,27
798304411805,Amazon,3/1/2024,31
798304411805,Amazon,4/1/2024,30
798304411805,Amazon,5/1/2024,53
798304411805,Amazon,6/1/2024,42
798304411805,Amazon,7/1/2024,14
798304411805,Amazon,8/1/2024,17
798304411805,Amazon,9/1/2024,20
798304411805,Amazon,10/1/2024,10
798304411805,Amazon,11/1/2024,12
798304411805,Amazon,12/1/2024,17
810128952118,Amazon,1/1/2024,0
810128952118,Amazon,2/1/2024,0
810128952118,Amazon,3/1/2024,0
810128952118,Amazon,4/1/2024,1
810128952118,Amazon,5/1/2024,25
810128952118,Amazon,6/1/2024,6
810128952118,Amazon,7/1/2024,11
810128952118,Amazon,8/1/2024,5
810128952118,Amazon,9/1/2024,14
810128952118,Amazon,10/1/2024,14
810128952118,Amazon,11/1/2024,15
810128952118,Amazon,12/1/2024,12
810128951098,Amazon,1/1/2024,0
810128951098,Amazon,2/1/2024,0
810128951098,Amazon,3/1/2024,0
810128951098,Amazon,4/1/2024,0
810128951098,Amazon,5/1/2024,0
810128951098,Amazon,6/1/2024,0
810128951098,Amazon,7/1/2024,0
810128951098,Amazon,8/1/2024,0
810128951098,Amazon,9/1/2024,0
810128951098,Amazon,10/1/2024,0
810128951098,Amazon,11/1/2024,0
810128951098,Amazon,12/1/2024,0
810128951104,Amazon,1/1/2024,0
810128951104,Amazon,2/1/2024,0
810128951104,Amazon,3/1/2024,0
810128951104,Amazon,4/1/2024,0
810128951104,Amazon,5/1/2024,0
810128951104,Amazon,6/1/2024,0
810128951104,Amazon,7/1/2024,0
810128951104,Amazon,8/1/2024,0
810128951104,Amazon,9/1/2024,0
810128951104,Amazon,10/1/2024,0
810128951104,Amazon,11/1/2024,0
810128951104,Amazon,12/1/2024,0
810128952774,Amazon,1/1/2024,0
810128952774,Amazon,2/1/2024,0
810128952774,Amazon,3/1/2024,0
810128952774,Amazon,4/1/2024,0
810128952774,Amazon,5/1/2024,0
810128952774,Amazon,6/1/2024,0
810128952774,Amazon,7/1/2024,0
810128952774,Amazon,8/1/2024,0
810128952774,Amazon,9/1/2024,0
810128952774,Amazon,10/1/2024,12
810128952774,Amazon,11/1/2024,18
810128952774,Amazon,12/1/2024,0
850035852453,Amazon,1/1/2024,29
850035852453,Amazon,2/1/2024,12
850035852453,Amazon,3/1/2024,12
850035852453,Amazon,4/1/2024,14
850035852453,Amazon,5/1/2024,14
850035852453,Amazon,6/1/2024,10
850035852453,Amazon,7/1/2024,13
850035852453,Amazon,8/1/2024,14
850035852453,Amazon,9/1/2024,6
850035852453,Amazon,10/1/2024,5
850035852453,Amazon,11/1/2024,9
850035852453,Amazon,12/1/2024,11
810128952828,Amazon,1/1/2024,0
810128952828,Amazon,2/1/2024,0
810128952828,Amazon,3/1/2024,0
810128952828,Amazon,4/1/2024,0
810128952828,Amazon,5/1/2024,0
810128952828,Amazon,6/1/2024,0
810128952828,Amazon,7/1/2024,0
810128952828,Amazon,8/1/2024,0
810128952828,Amazon,9/1/2024,0
810128952828,Amazon,10/1/2024,0
810128952828,Amazon,11/1/2024,0
810128952828,Amazon,12/1/2024,25
810128952767,Amazon,1/1/2024,0
810128952767,Amazon,2/1/2024,0
810128952767,Amazon,3/1/2024,0
810128952767,Amazon,4/1/2024,0
810128952767,Amazon,5/1/2024,0
810128952767,Amazon,6/1/2024,0
810128952767,Amazon,7/1/2024,0
810128952767,Amazon,8/1/2024,0
810128952767,Amazon,9/1/2024,0
810128952767,Amazon,10/1/2024,23
810128952767,Amazon,11/1/2024,1
810128952767,Amazon,12/1/2024,0
798304497298,Amazon,1/1/2024,21
798304497298,Amazon,2/1/2024,16
798304497298,Amazon,3/1/2024,16
798304497298,Amazon,4/1/2024,17
798304497298,Amazon,5/1/2024,17
798304497298,Amazon,6/1/2024,9
798304497298,Amazon,7/1/2024,9
798304497298,Amazon,8/1/2024,21
798304497298,Amazon,9/1/2024,11
798304497298,Amazon,10/1/2024,8
798304497298,Amazon,11/1/2024,12
798304497298,Amazon,12/1/2024,7
810128951234,Amazon,1/1/2024,0
810128951234,Amazon,2/1/2024,0
810128951234,Amazon,3/1/2024,0
810128951234,Amazon,4/1/2024,0
810128951234,Amazon,5/1/2024,0
810128951234,Amazon,6/1/2024,0
810128951234,Amazon,7/1/2024,0
810128951234,Amazon,8/1/2024,0
810128951234,Amazon,9/1/2024,0
810128951234,Amazon,10/1/2024,0
810128951234,Amazon,11/1/2024,0
810128951234,Amazon,12/1/2024,0
798304444810,Amazon,1/1/2024,12
798304444810,Amazon,2/1/2024,13
798304444810,Amazon,3/1/2024,14
798304444810,Amazon,4/1/2024,10
798304444810,Amazon,5/1/2024,10
798304444810,Amazon,6/1/2024,6
798304444810,Amazon,7/1/2024,5
798304444810,Amazon,8/1/2024,8
798304444810,Amazon,9/1/2024,8
798304444810,Amazon,10/1/2024,7
798304444810,Amazon,11/1/2024,5
798304444810,Amazon,12/1/2024,6
798304497212,Amazon,1/1/2024,10
798304497212,Amazon,2/1/2024,20
798304497212,Amazon,3/1/2024,54
798304497212,Amazon,4/1/2024,28
798304497212,Amazon,5/1/2024,22
798304497212,Amazon,6/1/2024,18
798304497212,Amazon,7/1/2024,7
798304497212,Amazon,8/1/2024,4
798304497212,Amazon,9/1/2024,5
798304497212,Amazon,10/1/2024,7
798304497212,Amazon,11/1/2024,7
798304497212,Amazon,12/1/2024,5
810128951241,Amazon,1/1/2024,0
810128951241,Amazon,2/1/2024,0
810128951241,Amazon,3/1/2024,0
810128951241,Amazon,4/1/2024,0
810128951241,Amazon,5/1/2024,0
810128951241,Amazon,6/1/2024,0
810128951241,Amazon,7/1/2024,0
810128951241,Amazon,8/1/2024,0
810128951241,Amazon,9/1/2024,0
810128951241,Amazon,10/1/2024,0
810128951241,Amazon,11/1/2024,0
810128951241,Amazon,12/1/2024,0
810128950169,Amazon,1/1/2024,0
810128950169,Amazon,2/1/2024,0
810128950169,Amazon,3/1/2024,0
810128950169,Amazon,4/1/2024,0
810128950169,Amazon,5/1/2024,0
810128950169,Amazon,6/1/2024,0
810128950169,Amazon,7/1/2024,0
810128950169,Amazon,8/1/2024,0
810128950169,Amazon,9/1/2024,0
810128950169,Amazon,10/1/2024,0
810128950169,Amazon,11/1/2024,0
810128950169,Amazon,12/1/2024,0
810128951197,Amazon,1/1/2024,1
810128951197,Amazon,2/1/2024,1
810128951197,Amazon,3/1/2024,4
810128951197,Amazon,4/1/2024,2
810128951197,Amazon,5/1/2024,1
810128951197,Amazon,6/1/2024,5
810128951197,Amazon,7/1/2024,1
810128951197,Amazon,8/1/2024,4
810128951197,Amazon,9/1/2024,4
810128951197,Amazon,10/1/2024,2
810128951197,Amazon,11/1/2024,6
810128951197,Amazon,12/1/2024,8
850035852866,Amazon,1/1/2024,3
850035852866,Amazon,2/1/2024,3
850035852866,Amazon,3/1/2024,5
850035852866,Amazon,4/1/2024,2
850035852866,Amazon,5/1/2024,3
850035852866,Amazon,6/1/2024,4
850035852866,Amazon,7/1/2024,1
850035852866,Amazon,8/1/2024,1
850035852866,Amazon,9/1/2024,2
850035852866,Amazon,10/1/2024,0
850035852866,Amazon,11/1/2024,0
850035852866,Amazon,12/1/2024,0
810128950909,Amazon,1/1/2024,2
810128950909,Amazon,2/1/2024,0
810128950909,Amazon,3/1/2024,5
810128950909,Amazon,4/1/2024,4
810128950909,Amazon,5/1/2024,0
810128950909,Amazon,6/1/2024,5
810128950909,Amazon,7/1/2024,3
810128950909,Amazon,8/1/2024,6
810128950909,Amazon,9/1/2024,7
810128950909,Amazon,10/1/2024,2
810128950909,Amazon,11/1/2024,5
810128950909,Amazon,12/1/2024,4
850035852576,Amazon,1/1/2024,16
850035852576,Amazon,2/1/2024,20
850035852576,Amazon,3/1/2024,11
850035852576,Amazon,4/1/2024,11
850035852576,Amazon,5/1/2024,9
850035852576,Amazon,6/1/2024,5
850035852576,Amazon,7/1/2024,6
850035852576,Amazon,8/1/2024,5
850035852576,Amazon,9/1/2024,4
850035852576,Amazon,10/1/2024,2
850035852576,Amazon,11/1/2024,3
850035852576,Amazon,12/1/2024,1
810128950879,Amazon,1/1/2024,0
810128950879,Amazon,2/1/2024,1
810128950879,Amazon,3/1/2024,0
810128950879,Amazon,4/1/2024,1
810128950879,Amazon,5/1/2024,2
810128950879,Amazon,6/1/2024,1
810128950879,Amazon,7/1/2024,2
810128950879,Amazon,8/1/2024,3
810128950879,Amazon,9/1/2024,3
810128950879,Amazon,10/1/2024,3
810128950879,Amazon,11/1/2024,2
810128950879,Amazon,12/1/2024,1
850035852422,Amazon,1/1/2024,13
850035852422,Amazon,2/1/2024,5
850035852422,Amazon,3/1/2024,5
850035852422,Amazon,4/1/2024,7
850035852422,Amazon,5/1/2024,13
850035852422,Amazon,6/1/2024,8
850035852422,Amazon,7/1/2024,4
850035852422,Amazon,8/1/2024,5
850035852422,Amazon,9/1/2024,2
850035852422,Amazon,10/1/2024,3
850035852422,Amazon,11/1/2024,1
850035852422,Amazon,12/1/2024,5
850035852880,Amazon,1/1/2024,0
850035852880,Amazon,2/1/2024,0
850035852880,Amazon,3/1/2024,0
850035852880,Amazon,4/1/2024,0
850035852880,Amazon,5/1/2024,0
850035852880,Amazon,6/1/2024,0
850035852880,Amazon,7/1/2024,0
850035852880,Amazon,8/1/2024,0
850035852880,Amazon,9/1/2024,0
850035852880,Amazon,10/1/2024,0
850035852880,Amazon,11/1/2024,0
850035852880,Amazon,12/1/2024,0
810128950183,Amazon,1/1/2024,0
810128950183,Amazon,2/1/2024,0
810128950183,Amazon,3/1/2024,0
810128950183,Amazon,4/1/2024,0
810128950183,Amazon,5/1/2024,0
810128950183,Amazon,6/1/2024,0
810128950183,Amazon,7/1/2024,0
810128950183,Amazon,8/1/2024,0
810128950183,Amazon,9/1/2024,0
810128950183,Amazon,10/1/2024,0
810128950183,Amazon,11/1/2024,0
810128950183,Amazon,12/1/2024,0
810128952095,Amazon,1/1/2024,0
810128952095,Amazon,2/1/2024,1
810128952095,Amazon,3/1/2024,0
810128952095,Amazon,4/1/2024,3
810128952095,Amazon,5/1/2024,2
810128952095,Amazon,6/1/2024,4
810128952095,Amazon,7/1/2024,1
810128952095,Amazon,8/1/2024,1
810128952095,Amazon,9/1/2024,0
810128952095,Amazon,10/1/2024,1
810128952095,Amazon,11/1/2024,3
810128952095,Amazon,12/1/2024,1
850035852743,Amazon,1/1/2024,4
850035852743,Amazon,2/1/2024,3
850035852743,Amazon,3/1/2024,4
850035852743,Amazon,4/1/2024,6
850035852743,Amazon,5/1/2024,3
850035852743,Amazon,6/1/2024,4
850035852743,Amazon,7/1/2024,3
850035852743,Amazon,8/1/2024,0
850035852743,Amazon,9/1/2024,1
850035852743,Amazon,10/1/2024,0
850035852743,Amazon,11/1/2024,1
850035852743,Amazon,12/1/2024,0
810128952866,Amazon,1/1/2024,0
810128952866,Amazon,2/1/2024,0
810128952866,Amazon,3/1/2024,0
810128952866,Amazon,4/1/2024,0
810128952866,Amazon,5/1/2024,0
810128952866,Amazon,6/1/2024,0
810128952866,Amazon,7/1/2024,0
810128952866,Amazon,8/1/2024,8
810128952866,Amazon,9/1/2024,17
810128952866,Amazon,10/1/2024,2
810128952866,Amazon,11/1/2024,1
810128952866,Amazon,12/1/2024,0
798304471465,Amazon,1/1/2024,11
798304471465,Amazon,2/1/2024,7
798304471465,Amazon,3/1/2024,0
798304471465,Amazon,4/1/2024,0
798304471465,Amazon,5/1/2024,0
798304471465,Amazon,6/1/2024,0
798304471465,Amazon,7/1/2024,1
798304471465,Amazon,8/1/2024,1
798304471465,Amazon,9/1/2024,1
798304471465,Amazon,10/1/2024,0
798304471465,Amazon,11/1/2024,1
798304471465,Amazon,12/1/2024,0
810128951135,Amazon,1/1/2024,0
810128951135,Amazon,2/1/2024,0
810128951135,Amazon,3/1/2024,0
810128951135,Amazon,4/1/2024,0
810128951135,Amazon,5/1/2024,1
810128951135,Amazon,6/1/2024,0
810128951135,Amazon,7/1/2024,0
810128951135,Amazon,8/1/2024,0
810128951135,Amazon,9/1/2024,0
810128951135,Amazon,10/1/2024,0
810128951135,Amazon,11/1/2024,0
810128951135,Amazon,12/1/2024,1
810128952132,Amazon,1/1/2024,2
810128952132,Amazon,2/1/2024,0
810128952132,Amazon,3/1/2024,0
810128952132,Amazon,4/1/2024,0
810128952132,Amazon,5/1/2024,31
810128952132,Amazon,6/1/2024,2
810128952132,Amazon,7/1/2024,1
810128952132,Amazon,8/1/2024,2
810128952132,Amazon,9/1/2024,0
810128952132,Amazon,10/1/2024,0
810128952132,Amazon,11/1/2024,0
810128952132,Amazon,12/1/2024,1
810128951203,Amazon,1/1/2024,0
810128951203,Amazon,2/1/2024,0
810128951203,Amazon,3/1/2024,6
810128951203,Amazon,4/1/2024,0
810128951203,Amazon,5/1/2024,0
810128951203,Amazon,6/1/2024,1
810128951203,Amazon,7/1/2024,1
810128951203,Amazon,8/1/2024,1
810128951203,Amazon,9/1/2024,0
810128951203,Amazon,10/1/2024,0
810128951203,Amazon,11/1/2024,0
810128951203,Amazon,12/1/2024,1
810128952910,Amazon,1/1/2024,0
810128952910,Amazon,2/1/2024,0
810128952910,Amazon,3/1/2024,0
810128952910,Amazon,4/1/2024,0
810128952910,Amazon,5/1/2024,0
810128952910,Amazon,6/1/2024,0
810128952910,Amazon,7/1/2024,0
810128952910,Amazon,8/1/2024,13
810128952910,Amazon,9/1/2024,12
810128952910,Amazon,10/1/2024,0
810128952910,Amazon,11/1/2024,0
810128952910,Amazon,12/1/2024,0
850035852606,Amazon,1/1/2024,0
850035852606,Amazon,2/1/2024,1
850035852606,Amazon,3/1/2024,0
850035852606,Amazon,4/1/2024,4
850035852606,Amazon,5/1/2024,1
850035852606,Amazon,6/1/2024,2
850035852606,Amazon,7/1/2024,0
850035852606,Amazon,8/1/2024,1
850035852606,Amazon,9/1/2024,0
850035852606,Amazon,10/1/2024,0
850035852606,Amazon,11/1/2024,0
850035852606,Amazon,12/1/2024,1
850035852842,Amazon,1/1/2024,0
850035852842,Amazon,2/1/2024,0
850035852842,Amazon,3/1/2024,0
850035852842,Amazon,4/1/2024,0
850035852842,Amazon,5/1/2024,0
850035852842,Amazon,6/1/2024,0
850035852842,Amazon,7/1/2024,0
850035852842,Amazon,8/1/2024,0
850035852842,Amazon,9/1/2024,0
850035852842,Amazon,10/1/2024,0
850035852842,Amazon,11/1/2024,1
850035852842,Amazon,12/1/2024,0
810128952163,Amazon,1/1/2024,0
810128952163,Amazon,2/1/2024,0
810128952163,Amazon,3/1/2024,0
810128952163,Amazon,4/1/2024,3
810128952163,Amazon,5/1/2024,0
810128952163,Amazon,6/1/2024,0
810128952163,Amazon,7/1/2024,0
810128952163,Amazon,8/1/2024,1
810128952163,Amazon,9/1/2024,0
810128952163,Amazon,10/1/2024,0
810128952163,Amazon,11/1/2024,2
810128952163,Amazon,12/1/2024,0
810128951128,Amazon,1/1/2024,0
810128951128,Amazon,2/1/2024,0
810128951128,Amazon,3/1/2024,0
810128951128,Amazon,4/1/2024,0
810128951128,Amazon,5/1/2024,0
810128951128,Amazon,6/1/2024,0
810128951128,Amazon,7/1/2024,0
810128951128,Amazon,8/1/2024,0
810128951128,Amazon,9/1/2024,0
810128951128,Amazon,10/1/2024,0
810128951128,Amazon,11/1/2024,0
810128951128,Amazon,12/1/2024,0
810128951050,Amazon,1/1/2024,0
810128951050,Amazon,2/1/2024,20
810128951050,Amazon,3/1/2024,0
810128951050,Amazon,4/1/2024,0
810128951050,Amazon,5/1/2024,0
810128951050,Amazon,6/1/2024,0
810128951050,Amazon,7/1/2024,1
810128951050,Amazon,8/1/2024,0
810128951050,Amazon,9/1/2024,2
810128951050,Amazon,10/1/2024,1
810128951050,Amazon,11/1/2024,0
810128951050,Amazon,12/1/2024,0
810128950237,Amazon,1/1/2024,0
810128950237,Amazon,2/1/2024,1
810128950237,Amazon,3/1/2024,0
810128950237,Amazon,4/1/2024,0
810128950237,Amazon,5/1/2024,1
810128950237,Amazon,6/1/2024,0
810128950237,Amazon,7/1/2024,0
810128950237,Amazon,8/1/2024,0
810128950237,Amazon,9/1/2024,0
810128950237,Amazon,10/1/2024,0
810128950237,Amazon,11/1/2024,0
810128950237,Amazon,12/1/2024,0
850035852927,Amazon,1/1/2024,0
850035852927,Amazon,2/1/2024,1
850035852927,Amazon,3/1/2024,0
850035852927,Amazon,4/1/2024,0
850035852927,Amazon,5/1/2024,0
850035852927,Amazon,6/1/2024,0
850035852927,Amazon,7/1/2024,0
850035852927,Amazon,8/1/2024,0
850035852927,Amazon,9/1/2024,0
850035852927,Amazon,10/1/2024,0
850035852927,Amazon,11/1/2024,0
850035852927,Amazon,12/1/2024,0
850035852590,Amazon,1/1/2024,0
850035852590,Amazon,2/1/2024,0
850035852590,Amazon,3/1/2024,0
850035852590,Amazon,4/1/2024,1
850035852590,Amazon,5/1/2024,0
850035852590,Amazon,6/1/2024,0
850035852590,Amazon,7/1/2024,0
850035852590,Amazon,8/1/2024,0
850035852590,Amazon,9/1/2024,0
850035852590,Amazon,10/1/2024,0
850035852590,Amazon,11/1/2024,0
850035852590,Amazon,12/1/2024,0
810128952873,Amazon,1/1/2024,0
810128952873,Amazon,2/1/2024,0
810128952873,Amazon,3/1/2024,0
810128952873,Amazon,4/1/2024,0
810128952873,Amazon,5/1/2024,0
810128952873,Amazon,6/1/2024,0
810128952873,Amazon,7/1/2024,0
810128952873,Amazon,8/1/2024,0
